stat,mbti,enneagram,role,movie,img_url
13 / 8  ,ESFP,2w3,Becca,   Superbad (2007),https://www.personality-database.com/profile_images/23672.png?=undefined
12 / 4  ,ESFP,7w8,Isaac,   The Fault in Our Stars (2014),https://www.personality-database.com/profile_images/104253.png?=undefined
12 / 5  ,ESFP,9w8,Ben,   Song of the Sea (2014),https://www.personality-database.com/profile_images/4479.png?=undefined
12 / 4  ,ESFP,7w8,Melanie Ralston,   Jackie Brown (1997),https://www.personality-database.com/profile_images/35573.png?=undefined
12 / 2  ,ESFP,8w7,Quentin McNeil,   Cube (1997),https://www.personality-database.com/profile_images/4836.png?=undefined
12 / 4  ,ESFP,7w6,Nico,   Rio (2011),https://www.personality-database.com/profile_images/107677.png?=undefined
12 / 2  ,ESFP,3w2,Wesley Rush,   The DUFF (2015),https://www.personality-database.com/profile_images/14734.png?=undefined
12 / 6  ,ESFP,7w6,Rhino,   Bolt (2008),https://www.personality-database.com/profile_images/62620.png?=undefined
12 / 3  ,ESFP,7w8,Annabelle,   The Conjuring,https://www.personality-database.com/profile_images/37129.png?=undefined
12 / 5  ,ESFP,9w8,Ben,   Song of the Sea (2014),https://www.personality-database.com/profile_images/4479.png?=undefined
12 / 6  ,ESFP,7w6,Adella,   The Little Mermaid (1989),https://www.personality-database.com/profile_images/141318.png?=undefined
12 / 5  ,ESFP,3w4,Bumper Allen,   Pitch Perfect,https://www.personality-database.com/profile_images/33639.png?=undefined
12 / 3  ,ESFP,7w8,James Hunt,   Rush (2013),https://www.personality-database.com/profile_images/1374.png?=undefined
12 / 4  ,ESFP,6w7,Fifi,   Beauty and the Beast (1991),https://www.personality-database.com/profile_images/113199.png?=undefined
12 / 1  ,ESFP,9w8,Prospector,   The Ballad of Buster Scruggs (2018),https://www.personality-database.com/profile_images/26463.png?=undefined
12 / 4  ,ESFP,6w7,Fifi,   Beauty and the Beast (1991),https://www.personality-database.com/profile_images/113199.png?=undefined
12 / 2  ,ESFP,3w2,Wesley Rush,   The DUFF (2015),https://www.personality-database.com/profile_images/14734.png?=undefined
12 / 3  ,ESFP,7w8,James Hunt,   Rush (2013),https://www.personality-database.com/profile_images/1374.png?=undefined
12 / 6  ,ESFP,7w6,Adella,   The Little Mermaid (1989),https://www.personality-database.com/profile_images/141318.png?=undefined
11 / 2  ,ESFP,7w8,Becca Tyler,   Us (2019),https://www.personality-database.com/profile_images/31584.png?=undefined
11 / 3  ,ESFP,7w6,Alan-A-Dale,   Robin Hood (1973),https://www.personality-database.com/profile_images/35456.png?=undefined
11 / 4  ,ESFP,7w6,Morgan O'Mally,   Good Will Hunting (1997),https://www.personality-database.com/images/profile_transparent.png
11 / 4  ,ESFP,,Corinne,   Barbie: Three Musketeers,https://www.personality-database.com/profile_images/193177.png?=undefined
11 / 2  ,ESFP,7w6,Tommy Ross,   Carrie (1976),https://www.personality-database.com/images/profile_transparent.png
11 / 7  ,ESFP,2w3,Sophie,   Anastasia (1997),https://www.personality-database.com/profile_images/38143.png?=undefined
11 / 6  ,ESFP,7w6,Snowgies,   Frozen (Franchise),https://www.personality-database.com/profile_images/66937.png?=undefined
11 / 3  ,ESFP,7w6,Alan-A-Dale,   Robin Hood (1973),https://www.personality-database.com/profile_images/35456.png?=undefined
11 / 3  ,ESFP,3w2,Paul Blart,   Paul Blart: Mall Cop (2009),https://www.personality-database.com/images/profile_transparent.png
11 / 6  ,ESFP,7w6,Bailey,   Finding Nemo (Franchise),https://www.personality-database.com/profile_images/72867.png?=undefined
11 / 7  ,ESFP,7w8,Johnny Boy,   Mean Streets (1973),https://www.personality-database.com/profile_images/34695.png?=undefined
11 / 2  ,ESFP,,Lucille LaRusso,   Karate Kid (1984),https://www.personality-database.com/profile_images/11842.png?=undefined
11 / 6  ,ESFP,7w6,Molly Gunn,   Uptown girls (2003),https://www.personality-database.com/profile_images/77763.png?=undefined
11 / 5  ,ESFP,6w7,Maggot,   Corpse Bride (2005),https://www.personality-database.com/profile_images/64258.png?=undefined
11 / 4  ,ESFP,6w7,Frypan,   Maze Runner,https://www.personality-database.com/profile_images/1907.png?=undefined
11 / 2  ,ESFP,7w8,Becca Tyler,   Us (2019),https://www.personality-database.com/profile_images/31584.png?=undefined
11 / 4  ,ESFP,6w7,Frypan,   Maze Runner,https://www.personality-database.com/profile_images/1907.png?=undefined
11 / 2  ,ESFP,7w8,Tito,   Oliver & Company (1988),https://www.personality-database.com/profile_images/13879.png?=undefined
11 / 2  ,ESFP,7w8,Becca Tyler,   Us (2019),https://www.personality-database.com/profile_images/31584.png?=undefined
11 / 2  ,ESFP,7w8,Brennan,   Step Brothers (2008),https://www.personality-database.com/profile_images/35437.png?=undefined
11 / 6  ,ESFP,7w6,Bailey,   Finding Nemo (Franchise),https://www.personality-database.com/profile_images/72867.png?=undefined
11 / 5  ,ESFP,7w8,Bonejangles,   Corpse Bride (2005),https://www.personality-database.com/profile_images/64263.png?=undefined
11 / 6  ,ESFP,7w6,Molly Gunn,   Uptown girls (2003),https://www.personality-database.com/profile_images/77763.png?=undefined
11 / 2  ,ESFP,,Lucille LaRusso,   Karate Kid (1984),https://www.personality-database.com/profile_images/11842.png?=undefined
11 / 2  ,ESFP,7w6,Tommy Ross,   Carrie (1976),https://www.personality-database.com/images/profile_transparent.png
10 / 4  ,ESFP,9w1,Julia McCullough,   The Prestige (2006),https://www.personality-database.com/profile_images/29803.png?=undefined
10 / 3  ,ESFP,,Oda Mae Brown,   Ghost (1990),https://www.personality-database.com/profile_images/44314.png?=undefined
10 / 0  ,ESFP,,J.P Spamley,   Wreck-it Ralph (Franchise),https://www.personality-database.com/profile_images/23786.png?=undefined
10 / 4  ,ESFP,,Ava,   Only Lovers Left Alive (2013),https://www.personality-database.com/profile_images/27806.png?=undefined
10 / 4  ,ESFP,6w7,Corey Mason,   Empire Records (1995),https://www.personality-database.com/profile_images/19796.png?=undefined
10 / 1  ,ESFP,7w8,Jules,   The Cabin in the Woods (2012),https://www.personality-database.com/profile_images/23095.png?=undefined
10 / 1  ,ESFP,7w6,Eddie,   The Rocky Horror Picture Show (1975),https://www.personality-database.com/profile_images/9272.png?=undefined
10 / 6  ,ESFP,7w8,Grover Underwood,   Percy Jackson (film series 2010-2013),https://www.personality-database.com/profile_images/88955.png?=undefined
10 / 6  ,ESFP,8w9,Rico,   Starship Troopers (1997),https://www.personality-database.com/profile_images/40904.png?=undefined
10 / 1  ,ESFP,7w8,Ricky Baker,   Hunt for the Wilderpeople (2016),https://www.personality-database.com/profile_images/20856.png?=undefined
10 / 4  ,ESFP,9w1,Julia McCullough,   The Prestige (2006),https://www.personality-database.com/profile_images/29803.png?=undefined
10 / 6  ,ESFP,8w9,Rico,   Starship Troopers (1997),https://www.personality-database.com/profile_images/40904.png?=undefined
10 / 6  ,ESFP,7w8,Grover Underwood,   Percy Jackson (film series 2010-2013),https://www.personality-database.com/profile_images/88955.png?=undefined
10 / 4  ,ESFP,,Ava,   Only Lovers Left Alive (2013),https://www.personality-database.com/profile_images/27806.png?=undefined
10 / 2  ,ESFP,7w6,Hi-5,   The Emoji Movie (2017),https://www.personality-database.com/profile_images/42363.png?=undefined
10 / 1  ,ESFP,9w1,John,   Wedding Crashers (2005),https://www.personality-database.com/images/profile_transparent.png
10 / 1  ,ESFP,7w8,Ricky Baker,   Hunt for the Wilderpeople (2016),https://www.personality-database.com/profile_images/20856.png?=undefined
10 / 0  ,ESFP,,J.P Spamley,   Wreck-it Ralph (Franchise),https://www.personality-database.com/profile_images/23786.png?=undefined
10 / 4  ,ESFP,9w1,Julia McCullough,   The Prestige (2006),https://www.personality-database.com/profile_images/29803.png?=undefined
10 / 6  ,ESFP,3w2,Greta,   Gone Girl (2014),https://www.personality-database.com/profile_images/96682.png?=undefined
10 / 1  ,ESFP,7w8,Jules,   The Cabin in the Woods (2012),https://www.personality-database.com/profile_images/23095.png?=undefined
10 / 1  ,ESFP,9w1,John,   Wedding Crashers (2005),https://www.personality-database.com/images/profile_transparent.png
10 / 3  ,ESFP,8w7,Mebh Óg MacTíre,   Wolfwalkers (2020),https://www.personality-database.com/profile_images/204670.png?=undefined
10 / 1  ,ESFP,7w6,Eddie,   The Rocky Horror Picture Show (1975),https://www.personality-database.com/profile_images/9272.png?=undefined
10 / 1  ,ESFP,7w6,Mallory Knox,   Natural Born Killers (1994),https://www.personality-database.com/profile_images/93216.png?=undefined
10 / 4  ,ESFP,9w1,Julia McCullough,   The Prestige (2006),https://www.personality-database.com/profile_images/29803.png?=undefined
10 / 5  ,ESFP,7w6,Martha Cox,   High School Musical (Film Trilogy),https://www.personality-database.com/profile_images/27297.png?=undefined
10 / 1  ,ESFP,7w8,Jules,   The Cabin in the Woods (2012),https://www.personality-database.com/profile_images/23095.png?=undefined
10 / 6  ,ESFP,3w2,Greta,   Gone Girl (2014),https://www.personality-database.com/profile_images/96682.png?=undefined
10 / 3  ,ESFP,3w4,Sy Snootles,   Star Wars,https://www.personality-database.com/profile_images/35582.png?=undefined
10 / 1  ,ESFP,7w8,Ricky Baker,   Hunt for the Wilderpeople (2016),https://www.personality-database.com/profile_images/20856.png?=undefined
9 / 4  ,ESFP,7w8,Tristan Ludlow,   Legends of the Fall (1994),https://www.personality-database.com/profile_images/27147.png?=undefined
9 / 5  ,ESFP,7w8,Myrtle Wilson,   The Great Gatsby (2013),https://www.personality-database.com/profile_images/36861.png?=undefined
9 / 2  ,ESFP,3w4,Kai,   The Lego Movies,https://www.personality-database.com/images/profile_transparent.png
9 / 1  ,ESFP,7w8,Jeff Portnoy,   Tropic Thunder (2008),https://www.personality-database.com/images/profile_transparent.png
9 / 0  ,ESFP,,Wye Mun Goh,   Crazy Rich Asians (2018),https://www.personality-database.com/profile_images/29119.png?=undefined
9 / 4  ,ESFP,8w7,María Elena,   Vicky Cristina Barcelona,https://www.personality-database.com/profile_images/119706.png?=undefined
9 / 6  ,ESFP,7w8,Moonee,   The Florida Project (2017),https://www.personality-database.com/profile_images/119156.png?=undefined
9 / 5  ,ESFP,3w4,Elton,   Clueless (1995),https://www.personality-database.com/profile_images/118506.png?=undefined
9 / 6  ,ESFP,7w8,Bridget Vreeland,   The Sisterhood of the Traveling Pants (2005),https://www.personality-database.com/profile_images/75194.png?=undefined
9 / 2  ,ESFP,7w6,Wayne Campbell,   Wayne's World (1992),https://www.personality-database.com/profile_images/36628.png?=undefined
9 / 5  ,ESFP,7w6,"Franklin ""Mouse"" Finbar",   Jumanji (Reboot),https://www.personality-database.com/profile_images/101342.png?=undefined
9 / 0  ,ESFP,,Wye Mun Goh,   Crazy Rich Asians (2018),https://www.personality-database.com/profile_images/29119.png?=undefined
9 / 2  ,ESFP,7w6,"Sean Cassidy ""Banshee""",   X-Men Cinematic Universe (2011-2020),https://www.personality-database.com/profile_images/96198.png?=undefined
9 / 6  ,ESFP,7w8,Bridget Vreeland,   The Sisterhood of the Traveling Pants (2005),https://www.personality-database.com/profile_images/75194.png?=undefined
9 / 6  ,ESFP,2w3,Celia Rae Foote,   The Help (2011),https://www.personality-database.com/profile_images/98744.png?=undefined
9 / 5  ,ESFP,3w4,Elton,   Clueless (1995),https://www.personality-database.com/profile_images/118506.png?=undefined
9 / 1  ,ESFP,7w8,Jeff Portnoy,   Tropic Thunder (2008),https://www.personality-database.com/images/profile_transparent.png
9 / 4  ,ESFP,3w4,"Professor Sheldon ""Shelly"" Oberon",   Jumanji (Reboot),https://www.personality-database.com/profile_images/101340.png?=undefined
9 / 5  ,ESFP,3w2,Don Fanucci,   The Godfather,https://www.personality-database.com/profile_images/123746.png?=undefined
9 / 2  ,ESFP,7w6,Marion Davies,   Mank (2020),https://www.personality-database.com/profile_images/229899.png?=undefined
9 / 5  ,ESFP,3w2,Don Fanucci,   The Godfather,https://www.personality-database.com/profile_images/123746.png?=undefined
9 / 6  ,ESFP,3w4,Lance,   Sing (2016),https://www.personality-database.com/profile_images/31346.png?=undefined
9 / 4  ,ESFP,8w7,María Elena,   Vicky Cristina Barcelona,https://www.personality-database.com/profile_images/119706.png?=undefined
9 / 6  ,ESFP,7w6,Helen Thermopolis,   The Princess Diaries,https://www.personality-database.com/profile_images/59913.png?=undefined
9 / 0  ,ESFP,6w7,Anya Thorensen,   Annihilation (2018),https://www.personality-database.com/profile_images/12267.png?=undefined
9 / 0  ,ESFP,,"Roberto Da Costa ""Sunspot""",   X-Men Cinematic Universe (2011-2020),https://www.personality-database.com/profile_images/135314.png?=undefined
9 / 4  ,ESFP,2w3,Amber Waves,   Boogie Nights (1997),https://www.personality-database.com/profile_images/18135.png?=undefined
9 / 6  ,ESFP,7w8,Bridget Vreeland,   The Sisterhood of the Traveling Pants (2005),https://www.personality-database.com/profile_images/75194.png?=undefined
9 / 4  ,ESFP,3w4,"Professor Sheldon ""Shelly"" Oberon",   Jumanji (Reboot),https://www.personality-database.com/profile_images/101340.png?=undefined
9 / 5  ,ESFP,7w8,Myrtle Wilson,   The Great Gatsby (2013),https://www.personality-database.com/profile_images/36861.png?=undefined
9 / 6  ,ESFP,7w8,Moonee,   The Florida Project (2017),https://www.personality-database.com/profile_images/119156.png?=undefined
9 / 2  ,ESFP,7w6,Wayne Campbell,   Wayne's World (1992),https://www.personality-database.com/profile_images/36628.png?=undefined
8 / 5  ,ESFP,8w9,King Kong,   King Kong (2005),https://www.personality-database.com/images/profile_transparent.png
8 / 5  ,ESFP,7w6,Emmett DeWitt,   10 Cloverfield Lane (2016),https://www.personality-database.com/images/profile_transparent.png
8 / 1  ,XXXX,3w4,Barbara Sugerman,   Don Jon,https://www.personality-database.com/profile_images/164087.png?=undefined
8 / 1  ,ESFP,7w8,Lindsey Tyler,   Us (2019),https://www.personality-database.com/profile_images/31585.png?=undefined
8 / 4  ,ESFP,7w6,Candy,   One Flew Over the Cuckoo's Nest (1975),https://www.personality-database.com/images/profile_transparent.png
8 / 4  ,ESFP,8w7,Hamilton “Ham” Porter,   The Sandlot (1993),https://www.personality-database.com/profile_images/36145.png?=undefined
8 / 5  ,ESFP,9w8,"William ""Bill"" S. Preston",   Bill & Ted,https://www.personality-database.com/images/profile_transparent.png
8 / 1  ,ESFP,7w6,Alpa Chino,   Tropic Thunder (2008),https://www.personality-database.com/images/profile_transparent.png
8 / 6  ,ESFP,9w8,The duck,   The Lorax (2012),https://www.personality-database.com/profile_images/178182.png?=undefined
8 / 1  ,ESFP,7w8,Lindsey Tyler,   Us (2019),https://www.personality-database.com/profile_images/31585.png?=undefined
8 / 3  ,ESFP,7w6,B.O.B.,   Monsters vs. Aliens,https://www.personality-database.com/profile_images/51047.png?=undefined
8 / 2  ,ESFP,7w6,Edgar,   Snowpiercer (2013),https://www.personality-database.com/images/profile_transparent.png
8 / 1  ,ESFP,7w6,Alpa Chino,   Tropic Thunder (2008),https://www.personality-database.com/images/profile_transparent.png
8 / 4  ,ESFP,7w6,Candy,   One Flew Over the Cuckoo's Nest (1975),https://www.personality-database.com/images/profile_transparent.png
8 / 1  ,ESFP,7w6,Marie Antoinette,   Marie Antoinette (2006),https://www.personality-database.com/profile_images/93901.png?=undefined
8 / 5  ,ESFP,8w9,King Kong,   King Kong (2005),https://www.personality-database.com/images/profile_transparent.png
8 / 5  ,ESFP,9w8,"William ""Bill"" S. Preston",   Bill & Ted,https://www.personality-database.com/images/profile_transparent.png
8 / 4  ,ESFP,6w7,Natalie,   Love Actually (2003),https://www.personality-database.com/profile_images/75140.png?=undefined
8 / 7  ,ESFP,7w8,"Deezel Riggs ""Porkchop""",   Hot Wheels World Race / AcceleRacers,https://www.personality-database.com/profile_images/130576.png?=undefined
8 / 0  ,ESFP,7w6,Robot 216,   G.O.R.A. (2004),https://www.personality-database.com/profile_images/59327.png?=undefined
8 / 2  ,ESFP,7w6,Susan Alexander Kane,   Citizen Kane (1941),https://www.personality-database.com/images/profile_transparent.png
8 / 4  ,ESFP,7w6,Candy,   One Flew Over the Cuckoo's Nest (1975),https://www.personality-database.com/images/profile_transparent.png
